@relation 'pacmanwithfood-weka.filters.unsupervised.attribute.Remove-R1-2,11-18,31-34'

@attribute goWest {T,F}
@attribute goEast {T,F}
@attribute goNorth {T,F}
@attribute goSouth {T,F}
@attribute ghost1 {T,F}
@attribute ghost2 {T,F}
@attribute ghost3 {T,F}
@attribute ghost4 {T,F}
@attribute disttoghost1 {0,1,2,3}
@attribute disttoghost2 {0,1,2,3}
@attribute disttoghost3 {0,1,2,3}
@attribute disttoghost4 {0,1,2,3}
@attribute direction_ghost1 {West,Stop,East,North,South}
@attribute direction_ghost2 {West,Stop,East,North,South}
@attribute direction_ghost3 {West,Stop,East,North,South}
@attribute direction_ghost4 {West,Stop,East,North,South}
@attribute best_dir_to_g1 {West,East,North,South,None}
@attribute best_dir_to_g2 {West,East,North,South,None}
@attribute best_dir_to_g3 {West,East,North,South,None}
@attribute best_dir_to_g4 {West,East,North,South,None}
@attribute direction {West,East,North,South}

@data
F,F,T,T,F,F,F,T,1,2,3,0,West,South,West,South,None,None,None,South,South
T,T,T,T,F,F,F,T,1,2,3,0,East,West,East,South,None,None,None,East,East
T,T,F,F,T,T,T,T,0,1,2,3,East,East,West,West,West,West,West,East,West
T,T,F,F,T,T,T,T,0,1,2,3,East,West,East,East,West,West,West,East,West
F,T,T,F,T,T,T,T,0,1,2,3,West,West,East,East,North,North,North,North,North
F,F,T,T,T,T,T,T,0,1,2,3,North,West,East,South,North,North,North,North,North
T,T,T,T,T,T,T,T,0,1,2,3,South,East,East,North,West,North,North,East,West
T,T,F,F,T,T,T,T,0,1,2,3,East,East,East,West,West,East,East,East,West
T,T,F,T,F,T,T,T,3,0,1,2,Stop,East,East,East,None,East,East,East,East
T,T,F,F,F,T,T,T,3,0,1,2,North,East,East,West,None,East,East,East,East
T,T,T,T,F,T,T,T,3,0,1,2,South,West,West,West,None,North,North,North,North
F,F,T,T,F,T,T,T,3,1,0,2,East,East,North,East,None,North,North,North,North
T,F,T,T,F,T,T,T,3,1,0,2,East,East,North,West,None,North,North,North,North
F,F,T,T,F,T,T,T,3,1,0,2,West,West,South,East,None,North,North,North,North
T,T,T,T,F,T,T,T,3,0,1,2,West,West,South,East,None,East,East,East,East
T,T,F,F,F,T,T,T,3,1,0,2,North,West,West,West,None,East,East,East,East
T,T,F,F,F,T,T,T,3,0,1,2,North,East,West,West,None,East,East,East,East
T,T,F,T,F,T,T,T,3,0,1,2,North,West,East,West,None,South,East,East,East
T,T,F,T,F,T,T,T,3,0,1,2,South,East,East,East,None,West,South,East,South
T,F,T,T,F,T,T,T,3,1,0,2,South,West,East,East,None,West,South,North,South
T,T,T,F,F,T,F,T,2,0,3,1,North,East,Stop,West,None,West,None,North,West
T,T,T,F,F,F,F,T,1,2,3,0,North,Stop,East,East,None,None,None,North,North
F,T,T,T,F,F,F,T,1,2,3,0,North,Stop,East,West,None,None,None,North,North
T,T,F,T,F,F,F,T,1,2,3,0,North,West,East,East,None,None,None,East,East
T,T,F,T,F,F,F,T,1,2,3,0,South,East,East,South,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,South,West,East,North,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,South,West,West,West,None,None,None,East,East
T,T,T,T,F,F,F,T,1,2,3,0,South,East,West,West,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,South,East,West,West,None,None,None,East,East
T,T,T,F,F,F,F,T,1,2,3,0,South,East,West,East,None,None,None,North,North
T,T,F,F,T,T,T,T,1,0,2,3,East,East,West,Stop,West,West,West,East,West
T,T,F,F,T,T,T,T,2,0,1,3,East,South,West,West,West,West,West,East,West
T,T,T,F,T,T,T,T,1,0,2,3,East,South,West,West,North,North,North,North,North
F,F,T,T,T,T,T,T,1,0,2,3,West,South,West,West,North,North,North,North,North
F,T,T,T,T,T,T,T,2,0,1,3,West,South,East,West,North,East,East,East,East
T,T,F,F,T,T,T,T,2,0,1,3,East,South,East,West,West,East,East,East,East
T,T,F,F,T,T,T,T,2,0,1,3,West,East,South,East,West,East,East,East,East
T,T,T,F,T,F,T,T,1,3,0,2,East,Stop,South,East,West,None,North,East,North
F,T,T,T,T,F,T,T,1,3,0,2,East,East,South,East,South,None,East,East,East
T,F,T,T,T,F,T,T,1,3,0,2,South,East,South,South,West,None,South,South,South
T,T,T,F,T,F,F,T,0,2,3,1,East,East,Stop,North,West,None,None,East,West
T,T,T,F,T,F,F,T,0,2,3,1,North,North,East,West,West,None,None,East,West
T,T,F,F,T,F,F,T,0,2,3,1,East,North,East,East,West,None,None,East,West
T,T,F,F,T,F,F,T,0,2,3,1,West,North,East,East,West,None,None,East,West
F,T,T,T,T,F,F,T,0,2,3,1,West,South,North,West,North,None,None,East,North
T,F,T,T,T,F,F,T,0,2,3,1,West,West,North,West,North,None,None,South,North
T,F,F,T,T,F,F,T,0,2,3,1,West,East,North,West,West,None,None,South,West
T,T,F,T,T,F,F,T,0,2,3,1,West,West,North,West,West,None,None,East,West
T,T,F,T,T,F,F,T,0,2,3,1,South,West,South,West,West,None,None,East,West
T,T,F,F,T,F,F,T,0,2,3,1,South,West,North,West,West,None,None,East,West
T,T,F,F,T,F,F,T,0,2,3,1,South,West,North,West,West,None,None,East,West
F,T,F,T,T,F,F,T,0,2,3,1,South,West,North,East,South,None,None,East,South
F,F,T,T,T,F,F,T,0,2,3,1,North,West,East,East,South,None,None,North,South
F,F,T,T,F,F,F,T,1,2,3,0,North,East,West,West,None,None,None,North,North
F,F,T,T,F,F,F,T,1,2,3,0,North,East,East,West,None,None,None,North,North
F,T,F,T,F,F,F,T,1,2,3,0,North,East,East,West,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,South,East,West,West,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,North,East,West,West,None,None,None,East,East
T,T,F,T,F,F,F,T,1,2,3,0,North,West,West,East,None,None,None,East,East
T,T,F,T,F,F,F,T,1,2,3,0,South,East,South,East,None,None,None,East,East
T,F,F,T,F,F,F,T,1,2,3,0,South,East,North,East,None,None,None,South,South
T,F,T,T,F,F,F,T,1,2,3,0,North,East,Stop,South,None,None,None,South,South
F,T,T,T,F,F,F,T,1,2,3,0,South,East,West,South,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,North,West,West,North,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,North,West,North,West,None,None,None,East,East
T,T,T,F,F,F,F,T,1,2,3,0,North,East,North,West,None,None,None,East,East
T,T,T,F,F,F,F,T,1,2,3,0,North,East,South,West,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,South,West,North,West,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,North,West,South,West,None,None,None,East,East
T,F,T,T,F,F,F,T,1,2,3,0,North,West,South,East,None,None,None,North,North
F,T,T,T,F,F,F,T,1,2,3,0,South,West,East,South,None,None,None,North,North
F,T,F,T,F,F,F,T,1,2,3,0,South,West,West,South,None,None,None,East,East
T,T,F,T,F,F,F,T,1,2,3,0,South,West,West,North,None,None,None,East,East
T,T,F,T,F,F,F,T,1,2,3,0,South,East,East,North,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,East,West,North,South,None,None,None,East,East
T,T,F,F,F,F,F,T,1,2,3,0,West,East,North,South,None,None,None,East,East
T,F,F,T,F,F,F,T,1,2,3,0,East,West,North,South,None,None,None,South,South
T,T,F,F,T,T,T,T,1,0,2,3,East,East,Stop,West,West,West,West,East,West
T,T,F,F,T,T,T,T,0,1,2,3,East,East,Stop,East,West,West,West,East,West
T,T,T,F,T,T,T,T,0,1,2,3,West,East,West,South,North,North,North,North,North
F,F,T,T,T,T,T,T,0,1,2,3,West,East,East,South,North,North,North,North,North
F,T,T,T,T,T,T,T,0,1,2,3,West,East,East,South,North,East,East,East,East
T,T,F,F,T,T,T,T,2,0,1,3,East,West,East,South,West,East,East,East,East
T,T,F,F,T,T,T,T,2,0,1,3,East,West,East,South,West,East,East,East,East
T,T,T,F,T,T,T,T,2,0,1,3,West,East,East,South,West,North,North,East,North
F,T,T,T,T,T,T,T,2,0,1,3,East,South,East,West,South,East,North,East,East
T,F,T,T,T,F,T,T,2,3,0,1,West,West,West,West,West,None,North,South,North
T,T,F,T,T,F,F,T,1,2,3,0,East,West,East,West,West,None,None,South,South
T,F,T,T,T,F,F,T,0,2,3,1,East,West,West,East,West,None,None,South,South
T,T,T,F,T,F,F,T,0,2,3,1,West,East,West,East,West,None,None,East,East
T,T,F,F,T,F,F,T,1,2,3,0,West,West,West,North,West,None,None,East,East
T,T,F,F,T,F,F,T,1,2,3,0,East,West,North,North,West,None,None,East,East
T,F,T,T,T,F,F,T,1,2,3,0,West,East,South,North,West,None,None,South,South
F,F,T,T,T,F,F,T,1,2,3,0,East,West,West,South,North,None,None,South,South
T,T,T,F,T,F,F,T,1,2,3,0,West,North,West,South,North,None,None,East,East
T,T,F,F,T,F,F,T,1,2,3,0,East,North,East,South,West,None,None,East,East
T,T,T,F,T,F,F,T,1,2,3,0,East,South,North,North,West,None,None,East,East
T,T,F,F,T,F,F,T,1,2,3,0,West,South,North,North,West,None,None,East,East
T,T,F,F,T,F,F,T,1,2,3,0,West,South,North,North,West,None,None,East,East
T,F,T,F,T,F,F,T,1,2,3,0,West,East,North,North,West,None,None,North,North
F,F,T,T,T,F,F,T,1,2,3,0,West,West,North,North,South,None,None,North,North
F,F,T,T,T,F,F,F,0,1,2,3,South,East,North,East,South,None,None,None,South
F,F,T,T,T,F,F,F,0,1,2,3,North,West,South,East,South,None,None,None,South
T,F,T,F,T,F,F,F,0,1,2,3,South,North,North,East,West,None,None,None,West
T,T,F,F,T,F,F,F,0,1,2,3,South,South,South,West,West,None,None,None,West
T,T,F,F,T,F,F,F,0,1,2,3,South,North,West,West,West,None,None,None,West
T,T,T,F,T,F,F,F,0,1,2,3,South,North,East,West,West,None,None,None,West
T,T,F,F,T,F,F,F,0,1,2,3,South,South,West,East,West,None,None,None,West
T,T,T,F,T,F,F,F,0,1,2,3,South,South,East,East,West,None,None,None,West
T,T,F,F,T,F,F,F,0,1,2,3,South,South,South,East,West,None,None,None,West
T,T,F,F,T,F,F,F,0,1,2,3,South,North,South,West,West,None,None,None,West
T,T,F,F,T,F,F,F,0,1,2,3,East,South,East,North,West,None,None,None,West
T,T,F,F,T,F,F,F,0,1,2,3,East,North,West,North,West,None,None,None,West
T,T,F,F,T,F,F,F,0,1,2,3,East,North,West,North,West,None,None,None,West
T,T,F,F,T,F,F,F,0,1,2,3,East,South,West,North,West,None,None,None,West
F,F,T,T,T,T,T,T,0,1,2,3,Stop,Stop,East,East,South,South,South,South,South
F,T,T,T,T,T,T,T,0,1,2,3,East,Stop,East,North,South,East,East,East,South
F,T,T,T,T,T,T,T,0,1,2,3,East,West,East,South,South,East,East,East,South
F,T,T,T,T,T,T,T,0,1,2,3,West,East,East,East,South,East,East,East,South
F,F,T,T,T,T,T,T,0,1,2,3,East,North,West,East,South,South,South,South,South
F,T,T,T,T,T,T,T,0,1,2,3,West,North,West,North,South,East,East,East,South
F,F,T,T,T,T,T,T,0,1,2,3,East,North,South,North,South,South,North,North,South
F,F,T,T,T,T,T,T,0,1,2,3,South,South,South,North,South,South,North,North,South
F,F,T,T,T,T,T,T,0,1,2,3,South,West,North,West,South,South,North,North,South
F,F,T,T,T,T,T,T,0,1,2,3,West,South,East,South,South,South,North,North,South
F,F,T,T,T,T,T,T,0,1,2,3,South,South,South,North,South,South,North,North,South
F,T,T,T,T,T,T,T,0,1,2,3,South,West,East,West,East,East,North,North,East
T,T,F,T,T,T,T,T,0,1,2,3,South,East,East,West,East,East,East,East,East
T,T,T,T,T,T,T,T,0,1,2,3,South,North,West,West,East,East,East,East,East
T,T,T,T,T,T,T,T,0,1,2,3,East,East,West,East,East,East,East,East,East
T,T,T,T,T,T,T,T,0,1,2,3,East,South,East,East,South,East,East,East,South
T,F,T,T,T,T,T,T,0,1,2,3,East,West,East,West,South,South,North,North,South
T,F,T,T,T,T,T,T,0,1,2,3,East,East,East,South,South,South,North,North,South
T,T,T,F,T,T,T,T,0,1,2,3,East,North,East,South,East,East,North,North,East
T,T,F,F,T,T,T,T,0,1,2,3,East,South,East,South,East,East,East,East,East
T,T,F,F,T,T,T,T,0,1,2,3,East,South,North,East,East,East,East,East,East
T,T,T,F,F,T,T,T,3,0,1,2,Stop,North,North,East,None,North,North,North,North
F,T,T,T,F,T,T,T,3,0,1,2,Stop,West,South,East,None,East,North,North,East
T,T,T,T,F,T,T,T,3,0,1,2,Stop,East,South,West,None,East,North,North,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,West,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,West,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,East,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,North,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,East,East,East
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,East,East,East
T,T,F,F,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,East,East,East
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,East,East,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,East,East,East
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,East,East,East
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,East,East,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,West,None,None,East,East,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,West,None,None,East,East,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,East,None,None,East,East,East
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,West,None,None,South,South,South
T,F,T,T,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,South,South,South
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,East,East,East
T,T,F,F,F,F,T,T,2,3,1,0,Stop,Stop,East,South,None,None,East,East,East
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,East,North,North
F,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,East,East,East
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,West,East,None,None,East,East,East
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,West,East,East
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,West,East,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,West,None,None,West,North,North
F,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,South,None,None,South,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,East,None,None,South,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,East,None,None,South,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,East,None,None,South,East,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,South,None,None,West,East,East
T,F,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,South,None,None,West,South,South
T,F,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,South,None,None,West,South,South
T,F,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,West
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,West
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,South,None,South
F,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,South,None,South
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,West
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,West,None,West
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,West,None,West
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,South,None,South
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,South,None,South
F,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,South,None,South
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,South,None,South
F,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,South,None,South
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,West
T,T,F,F,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,West,None,West
T,T,F,F,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,West,None,West
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,West
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,West,None,West
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,West
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,South,None,South
F,F,T,T,T,T,T,T,0,1,2,3,South,North,East,South,South,South,South,South,South
F,T,T,T,T,T,T,T,0,1,2,3,South,South,East,North,South,East,East,East,South
F,T,T,T,T,T,T,T,0,1,2,3,North,North,South,North,South,East,East,East,South
F,T,T,T,T,T,T,T,0,1,2,3,East,North,East,North,South,East,East,East,South
F,F,T,T,T,T,T,T,0,1,2,3,North,North,West,North,South,South,South,South,South
F,T,T,T,T,T,T,T,0,1,2,3,North,North,West,South,South,East,East,East,South
F,F,T,T,T,T,T,T,0,1,2,3,West,North,West,West,South,South,North,North,South
F,F,T,T,T,T,T,T,0,1,2,3,East,West,South,South,South,South,North,North,South
F,F,T,T,T,T,T,T,0,1,2,3,West,South,South,South,South,South,North,North,South
F,F,T,T,T,T,T,T,0,1,2,3,South,South,North,South,South,South,North,North,South
F,F,T,T,T,T,T,T,0,1,2,3,North,West,East,South,South,South,North,North,South
F,T,T,T,T,T,T,T,0,1,2,3,North,South,North,North,East,East,North,North,East
T,T,F,T,T,T,T,T,0,1,2,3,West,South,North,West,East,East,East,East,East
T,T,T,T,T,T,T,T,0,1,2,3,West,East,North,East,North,East,East,East,North
F,T,T,T,T,T,T,T,0,1,2,3,South,East,West,West,North,East,East,East,North
F,T,T,T,T,T,T,T,0,1,2,3,North,North,East,North,North,East,East,East,North
F,T,T,T,T,T,T,T,0,1,2,3,North,North,West,East,North,East,East,East,North
F,T,F,T,F,T,T,T,3,0,1,2,Stop,East,West,West,None,East,East,East,East
T,T,F,T,F,T,T,T,3,0,1,2,Stop,North,South,North,None,East,East,East,East
T,T,F,T,F,T,T,T,3,0,1,2,Stop,West,East,East,None,East,East,East,East
T,F,F,T,F,T,T,T,3,0,1,2,Stop,West,East,West,None,South,South,South,South
T,F,T,T,F,T,T,T,3,0,1,2,Stop,North,East,East,None,South,South,South,South
T,F,T,T,F,T,T,T,3,0,1,2,Stop,South,East,East,None,South,South,South,South
T,F,T,T,F,T,T,T,3,0,1,2,Stop,West,South,West,None,South,South,South,South
T,T,T,F,F,T,T,T,3,0,1,2,Stop,West,West,West,None,East,East,East,East
T,T,F,F,F,T,T,T,3,0,2,1,Stop,West,South,South,None,East,East,East,East
T,T,T,T,F,T,T,T,3,0,2,1,Stop,South,North,North,None,East,North,North,East
T,T,T,T,F,T,T,T,3,0,1,2,Stop,East,West,West,None,East,North,North,East
T,T,T,T,F,T,T,T,3,0,1,2,Stop,South,North,West,None,South,North,North,South
T,T,T,T,F,T,T,T,3,0,1,2,Stop,West,North,South,None,West,North,North,West
T,T,T,T,F,T,T,T,3,0,2,1,Stop,West,East,West,None,South,North,North,South
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,West,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,South,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,West,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,South,West,None,None,East,East,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,East,East,East
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,North,North,None,None,East,East,East
T,T,F,F,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,East,East,East
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,East,East,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,South,None,None,South,North,North
F,F,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,South,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,West,None,None,South,East,East
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,West,East,East
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,West,West,None,None,West,East,East
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,West
T,T,T,F,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,West,None,West
T,T,T,F,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,West,None,West
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,South,None,South
F,F,T,T,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,South,None,South
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,South,None,South
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,South,None,South
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,South,None,South
T,F,T,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,South,None,South
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,South,None,South
T,F,T,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,South,None,South
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,East,None,East
T,T,F,F,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,East,None,East
T,T,F,F,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,East,None,East
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,East,None,East
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,East,None,East
F,F,T,T,T,T,T,T,0,1,2,3,West,Stop,Stop,North,South,South,South,North,South
F,T,T,T,T,T,T,T,0,1,2,3,West,West,West,North,South,East,East,East,South
F,T,T,T,T,T,T,T,0,1,2,3,South,West,West,North,South,East,East,East,South
F,T,T,T,T,T,T,T,0,1,2,3,South,West,West,North,South,East,East,North,South
F,F,T,T,T,T,T,T,0,1,2,3,East,West,East,North,South,South,South,North,South
F,T,T,T,T,T,T,T,0,1,2,3,South,West,East,South,South,South,East,East,South
F,F,T,T,T,T,T,T,0,1,2,3,North,East,East,North,South,South,North,North,South
F,F,T,T,T,T,T,T,0,1,2,3,South,East,West,North,South,South,North,North,South
F,F,T,T,T,T,T,T,0,1,2,3,West,North,West,West,South,South,North,North,South
F,F,T,T,T,T,T,T,0,1,2,3,West,South,West,West,South,South,North,North,South
F,F,T,T,T,T,T,T,0,1,2,3,South,North,East,East,South,South,North,North,South
F,T,T,T,T,T,T,T,0,1,2,3,South,South,South,North,East,East,North,North,East
T,T,F,T,T,T,T,T,0,1,2,3,West,North,East,West,South,East,East,East,South
T,T,T,T,T,T,T,T,0,1,2,3,West,North,North,East,South,North,North,North,South
T,T,T,T,F,T,T,T,3,0,1,2,Stop,South,West,South,None,East,North,North,East
T,T,T,T,F,T,T,T,3,0,1,2,Stop,South,East,West,None,East,North,North,East
T,T,T,T,F,T,T,T,3,0,1,2,Stop,South,East,East,None,East,North,North,East
T,F,T,T,F,T,T,T,3,0,1,2,Stop,North,East,South,None,South,North,North,South
T,T,T,F,F,T,T,T,3,0,1,2,Stop,East,East,South,None,East,North,North,East
T,T,F,F,F,T,T,T,3,0,1,2,Stop,West,East,East,None,East,East,East,East
T,T,F,F,F,T,T,T,3,0,1,2,Stop,South,East,North,None,East,East,East,East
T,T,T,F,F,F,T,T,2,3,0,1,Stop,Stop,West,North,None,None,North,North,North
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,South,None,None,North,North,North
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,North,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,South,None,None,North,North,North
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,North,None,None,North,North,North
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,North,None,None,North,North,North
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,North,None,None,North,North,North
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,North,None,None,North,North,North
F,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,South,None,None,North,North,North
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,North,None,None,East,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,East,North,None,None,East,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,South,None,None,East,East,East
T,T,F,T,F,F,T,T,2,3,0,1,Stop,Stop,West,West,None,None,East,East,East
T,T,F,F,F,F,T,T,2,3,0,1,Stop,Stop,East,West,None,None,East,East,East
T,T,F,T,F,F,T,T,2,3,0,1,Stop,Stop,South,East,None,None,East,East,East
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,South,None,None,South,North,North
F,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,West,South,None,None,South,North,North
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,South,None,None,South,East,East
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,West,East,None,None,West,East,East
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,West,South,None,None,West,East,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,South,None,None,West,East,East
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,West,East,East
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,West,South,None,None,West,East,East
T,F,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,South,None,None,West,North,North
F,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,South,East,East
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,West,East,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,West,East,East
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,North,None,None,West,East,East
